runid,dim,c0,c1,c2,c3,c4,c5,c6
13AQ12,x,2.348781e-06,-2.252227e-11,1.230252e-07,-2.296781e-10,1.518096e-06,-7.386375e-10,-5.783984e-10
13AQ12,y,-1.396602e-06,-5.262808e-10,-1.277308e-07,-7.097178e-10,-2.305041e-06,-2.548999e-10,-1.028916e-10
