runid,dim,c0,c1,c2,c3,c4,c5,c6
16BQ03,x,2.301894e-06,-3.868168e-11,7.526784e-08,-2.211736e-10,1.506823e-06,-7.136303e-10,-5.622925e-10
16BQ03,y,-1.351325e-06,-5.104288e-10,-1.041271e-07,-7.024527e-10,-2.315317e-06,-2.494357e-10,-9.745745e-11
