runid,dim,c0,c1,c2,c3,c4,c5,c6
18AQ05,x,9.269741e-06,2.657805e-09,7.277351e-06,1.013115e-09,2.238975e-06,-2.252620e-09,-1.327754e-09
18AQ05,y,2.601743e-07,5.789720e-10,7.245393e-06,5.025922e-10,5.163796e-06,-1.596820e-09,-3.057680e-09
