runid,dim,c0,c1,c2,c3,c4,c5,c6
11BQ05,x,2.311137e-06,-4.061657e-11,1.622648e-08,-2.435281e-10,1.376714e-06,-7.263138e-10,-5.277382e-10
11BQ05,y,-1.339477e-06,-5.003602e-10,-7.369852e-08,-6.962894e-10,-2.309864e-06,-2.574476e-10,-1.081246e-10
