fbase,qrunid,SIDTIME,LSTEND,HA,HAEND,AIRMASS,TELALT,TELAZ,CRVAL1,CRVAL2,JDTDB,OBS_X,OBS_Y,OBS_Z,OBS_VX,OBS_VY,OBS_VZ
wircam_H2_1921616p_fixed.fits.fz.fcat,16AQ10,18:37:38.16,18:37:45.58,-1:00:44.71,-1:00:37.29,1.067,69.6032,38.2859,294.576977295,35.0983423600,2457502.11970342,-0.8333261652262606,-0.5092800906719167,-0.2209219402509369,0.009498026266834382,-0.01314749592201718,-0.00571788644358849
wircam_H2_1921617p_fixed.fits.fz.fcat,16AQ10,18:38:01.72,18:38:11.75,-1:00:18.70,-1:00:08.67,1.067,69.6500,38.0524,294.566768069,35.1233854940,2457502.11997542,-0.8333235817635557,-0.5092836667272109,-0.2209234955136899,0.00949802256550538,-0.01314702786252678,-0.00571786886888524
wircam_H2_1921618p_fixed.fits.fz.fcat,16AQ10,18:38:25.74,18:38:35.77,-1:00:06.42,-0:59:56.39,1.067,69.6869,37.9877,294.615644432,35.1133463960,2457502.12025262,-0.8333209489123781,-0.5092873110171382,-0.2209250805044256,0.009498018009345632,-0.01314655091103408,-0.00571785097031571
wircam_H2_1921619p_fixed.fits.fz.fcat,16AQ10,18:38:50.76,18:39:00.73,-0:59:34.07,-0:59:24.10,1.066,69.7506,37.7353,294.585111801,35.1299887560,2457502.12054132,-0.8333182068353516,-0.5092911063547176,-0.220926731245317,0.009498012457352129,-0.01314605433368499,-0.00571783231826135
wircam_H2_1921620p_fixed.fits.fz.fcat,16AQ10,18:39:15.82,18:39:25.80,-0:59:11.94,-0:59:01.96,1.066,69.8204,37.6282,294.597451588,35.1066202950,2457502.12083072,-0.8333154581114611,-0.5092949107508196,-0.2209283859832827,0.009498006076965944,-0.01314555672525138,-0.00571781362654989
wircam_H2_1921621p_fixed.fits.fz.fcat,16AQ10,18:39:37.38,18:39:47.41,-0:58:51.85,-0:58:41.82,1.065,69.8543,37.4388,294.603371866,35.1283828010,2457502.12107952,-0.8333130950082797,-0.5092981813121538,-0.2209298085733313,0.009497999925709651,-0.01314512898380904,-0.00571779755220679
wircam_H2_1921622p_fixed.fits.fz.fcat,16AQ10,18:40:02.97,18:40:13.04,-0:58:20.38,-0:58:10.31,1.065,69.9423,37.2604,294.579079367,35.1084225860,2457502.12137482,-0.8333102902500807,-0.5093020629938099,-0.2209314970361359,0.009497991773973157,-0.01314462145228864,-0.00571777847053388
wircam_H2_1921623p_fixed.fits.fz.fcat,16AQ10,18:40:24.37,18:40:34.35,-0:58:00.94,-0:57:50.96,1.064,69.9996,37.1436,294.587212152,35.0949470700,2457502.12162192,-0.8333079432972431,-0.5093053109772797,-0.2209329098972095,0.0094979843360644,-0.01314419690103939,-0.00571776250194304
wircam_H2_1921624p_fixed.fits.fz.fcat,16AQ10,18:40:50.84,18:41:00.97,-0:57:36.43,-0:57:26.30,1.064,70.0227,36.8756,294.595289654,35.1417410190,2457502.12192742,-0.8333050416644843,-0.5093093264493423,-0.2209346566706725,0.009497974324850719,-0.01314367216715181,-0.00571774276813121
wircam_H2_1921625p_fixed.fits.fz.fcat,16AQ10,18:41:14.26,18:41:24.43,-0:57:13.98,-0:57:03.81,1.064,70.0953,36.7591,294.599316732,35.1166439770,2457502.12219772,-0.8333024743633253,-0.5093128791211774,-0.2209362021741786,0.009497964683769936,-0.01314320799405686,-0.00571772529477388
wircam_H2_1921626p_fixed.fits.fz.fcat,16AQ10,18:41:38.82,18:41:48.80,-0:56:45.51,-0:56:35.53,1.063,70.1584,36.5493,294.583114491,35.1201429600,2457502.12248122,-0.8332997816918933,-0.5093166051516197,-0.2209378231466932,0.009497953738411315,-0.01314272131335651,-0.00571770696878898
wircam_H2_1921627p_fixed.fits.fz.fcat,16AQ10,18:42:03.54,18:42:14.42,-0:56:27.15,-0:56:16.27,1.063,70.1923,36.3850,294.609495871,35.1333511500,2457502.12276652,-0.8332970719273084,-0.5093203547002094,-0.2209394544058895,0.009497941991098076,-0.01314223164515488,-0.00571768853925499
wircam_H2_1921628p_fixed.fits.fz.fcat,16AQ10,18:42:32.42,18:42:43.29,-0:55:49.47,-0:55:38.60,1.063,70.3023,36.1660,294.572929922,35.1034012730,2457502.12309982,-0.8332939062656914,-0.5093247349107012,-0.2209413601078833,0.009497927212220132,-0.01314165980744941,-0.00571766698782623
wircam_J_1921630p_fixed.fits.fz.fcat,16AQ10,18:43:35.73,18:44:01.05,-0:54:50.56,-0:54:25.24,1.062,70.4265,35.6962,294.591103946,35.1182797550,2457502.123917525,-0.8332861397741257,-0.5093354803456255,-0.2209460354543383,0.009497886303721968,-0.0131402577792741,-0.00571761412711984
wircam_J_1921631p_fixed.fits.fz.fcat,16AQ10,18:44:16.84,18:44:41.96,-0:54:02.11,-0:53:36.99,1.061,70.5432,35.3457,294.560553550,35.1103580980,2457502.124392025,-0.8332816330333611,-0.5093417152049956,-0.22094874845495,0.00949785956602627,-0.01313944477354606,-0.00571758344574621
wircam_J_1921632p_fixed.fits.fz.fcat,16AQ10,18:44:55.15,18:45:20.18,-0:53:33.59,-0:53:08.56,1.060,70.6198,35.1621,294.601240334,35.0933519180,2457502.124834125,-0.8332774340354884,-0.5093475239862146,-0.2209512761923046,0.009497832634451437,-0.01313868766669865,-0.0057175548507765
wircam_J_1921633p_fixed.fits.fz.fcat,16AQ10,18:45:36.07,18:46:01.09,-0:52:57.56,-0:52:32.54,1.060,70.6762,34.8154,294.621740304,35.1268461100,2457502.125306525,-0.8332729472666133,-0.5093537305111928,-0.2209539771579818,0.009497801701916202,-0.01313787904968928,-0.00571752429939003
wircam_J_1921634p_fixed.fits.fz.fcat,16AQ10,18:46:28.36,18:46:53.78,-0:51:55.49,-0:51:30.07,1.059,70.8012,34.2980,294.580741929,35.1435085130,2457502.125910125,-0.833267214406152,-0.5093616602234018,-0.2209574282439038,0.009497759030880418,-0.01313684652871335,-0.00571748525918174
wircam_J_1921635p_fixed.fits.fz.fcat,16AQ10,18:47:09.32,18:47:34.59,-0:51:12.08,-0:50:46.81,1.059,70.9036,33.9691,294.570687173,35.1352882980,2457502.126382825,-0.8332627248238865,-0.5093678698197126,-0.2209601308919516,0.009497723083925656,-0.01313603841402721,-0.0057174546813572
wircam_J_1921636p_fixed.fits.fz.fcat,16AQ10,18:47:48.23,18:48:13.29,-0:50:42.95,-0:50:17.89,1.058,70.9912,33.8084,294.611366987,35.1016872470,2457502.126831925,-0.8332584594044953,-0.5093737690422467,-0.2209626985943287,0.009497686943091756,-0.01313527111971235,-0.00571742562812771
wircam_J_1921637p_fixed.fits.fz.fcat,16AQ10,18:48:28.23,18:48:53.50,-0:50:01.48,-0:49:36.21,1.058,71.0531,33.4006,294.605492527,35.1383274130,2457502.127293725,-0.8332540733816454,-0.5093798347283536,-0.2209653388945989,0.009497647603252075,-0.01313448249869228,-0.00571739574209919
wircam_J_1921638p_fixed.fits.fz.fcat,16AQ10,18:49:08.99,18:49:34.01,-0:49:13.88,-0:48:48.86,1.057,71.1875,33.0871,294.576957186,35.0983749340,2457502.127764125,-0.8332496056980727,-0.5093860129999951,-0.2209680283503711,0.009497605469790267,-0.01313367961874288,-0.00571736530307448
wircam_J_1921639p_fixed.fits.fz.fcat,16AQ10,18:49:47.60,18:50:12.66,-0:48:32.82,-0:48:07.76,1.056,71.2565,32.6952,294.566482743,35.1232803740,2457502.128209725,-0.8332453735743168,-0.5093918651983094,-0.2209705760019413,0.009497563547832969,-0.01313291956845763,-0.0057173364613495
wircam_J_1921640p_fixed.fits.fz.fcat,16AQ10,18:50:27.75,18:50:53.02,-0:48:04.41,-0:47:39.14,1.056,71.3244,32.4778,294.615454874,35.1133432550,2457502.128673225,-0.8332409714641161,-0.5093979521233873,-0.2209732259804441,0.009497517836419792,-0.01313212940521715,-0.00571730645414652
wircam_J_1921641p_fixed.fits.fz.fcat,16AQ10,18:51:12.82,18:51:38.19,-0:47:12.01,-0:46:46.64,1.055,71.4209,32.0043,294.584776128,35.1302217910,2457502.129193425,-0.833236030869246,-0.5094047832264882,-0.2209762001144834,0.00949746407902238,-0.01313124310436218,-0.00571727277645894
wircam_J_1921642p_fixed.fits.fz.fcat,16AQ10,18:51:53.93,18:52:19.05,-0:46:33.83,-0:46:08.71,1.055,71.5187,31.7234,294.597037708,35.1066767760,2457502.129667925,-0.8332315243346112,-0.5094110138097026,-0.2209789129531565,0.009497412683425376,-0.01313043519236787,-0.00571724205983457
wircam_J_1921643p_fixed.fits.fz.fcat,16AQ10,18:52:35.54,18:53:00.66,-0:45:53.68,-0:45:28.56,1.054,71.5826,31.3412,294.603296803,35.1286427920,2457502.130148225,-0.8332269627402636,-0.5094173201614101,-0.2209816589370366,0.009497358450142804,-0.01312961794773686,-0.0057172109488424
wircam_J_1921644p_fixed.fits.fz.fcat,16AQ10,18:53:14.20,18:53:39.48,-0:45:09.16,-0:44:43.88,1.054,71.6901,30.9885,294.578813217,35.1084673180,2457502.130594425,-0.8332227250305603,-0.5094231784276309,-0.2209842099501196,0.009497306005835917,-0.0131288591664787,-0.00571718205424129
wircam_J_1921645p_fixed.fits.fz.fcat,16AQ10,18:53:53.12,18:54:18.19,-0:44:32.19,-0:44:07.12,1.053,71.7737,30.6957,294.587066376,35.0951892300,2457502.131043626,-0.8332184588529209,-0.5094290757396945,-0.2209867781017728,0.009497251261417435,-0.01312809576737198,-0.00571715296355787
wircam_J_1921646p_fixed.fits.fz.fcat,16AQ10,18:54:33.79,18:54:59.08,-0:43:53.48,-0:43:28.19,1.053,71.8136,30.2615,294.595133552,35.1416512060,2457502.131513125,-0.8332139999072771,-0.5094352391934629,-0.2209894622979669,0.00949719189915039,-0.01312729828960038,-0.00571712254656489
wircam_J_1921647p_fixed.fits.fz.fcat,16AQ10,18:55:18.53,18:55:43.65,-0:43:09.72,-0:42:44.60,1.052,71.9210,29.9134,294.599164383,35.1168198660,2457502.132029525,-0.8332090955747874,-0.5094420179039244,-0.2209924146113929,0.009497124164829649,-0.01312642179726727,-0.00571708908478818
wircam_J_1921648p_fixed.fits.fz.fcat,16AQ10,18:55:58.59,18:56:23.86,-0:42:25.74,-0:42:00.47,1.052,72.0019,29.5188,294.582659768,35.1203073900,2457502.132491925,-0.8332047041189587,-0.5094480873801184,-0.2209950581865038,0.009497061321550803,-0.01312563753852781,-0.00571705913266449
wircam_J_1921649p_fixed.fits.fz.fcat,16AQ10,18:56:38.19,18:57:03.31,-0:41:52.51,-0:41:27.39,1.051,72.0558,29.1866,294.609331594,35.1334441640,2457502.132949025,-0.8332003630268729,-0.5094540869318755,-0.2209976714474399,0.009496997094679924,-0.01312486271817731,-0.00571702950000075
wircam_J_1921650p_fixed.fits.fz.fcat,16AQ10,18:57:19.92,18:57:45.24,-0:41:01.95,-0:40:36.63,1.051,72.1776,28.7717,294.572702760,35.1034564860,2457502.133430725,-0.8331957883400919,-0.5094604089817196,-0.2210004253330439,0.009496927262939416,-0.01312404676901145,-0.00571699828986585
wircam_H2_1932371p_fixed.fits.fz.fcat,16AQ14,20:01:06.29,20:01:16.27,0:22:40.00,0:22:49.98,1.041,73.9297,343.4058,294.591149912,35.1184983010,2457531.098327015,-0.4763570825223048,-0.8155656297014382,-0.3537037774487515,0.01507807468080431,-0.00740958465401285,-0.00326756263352026
wircam_H2_1932372p_fixed.fits.fz.fcat,16AQ14,20:01:28.90,20:01:38.93,0:23:09.94,0:23:19.97,1.041,73.9033,343.0428,294.560649875,35.1101864200,2457531.098588014,-0.4763531471673893,-0.8155675635481657,-0.3537046302791348,0.01507790139691818,-0.0074091641742255,-0.00326753602801488
wircam_H2_1932373p_fixed.fits.fz.fcat,16AQ14,20:01:49.46,20:01:59.53,0:23:20.72,0:23:30.79,1.041,73.9073,342.9039,294.601495511,35.0934012380,2457531.098825315,-0.476349569200054,-0.815569321697539,-0.3537054056625764,0.01507774351761086,-0.00740878232926279,-0.00326751184599873
wircam_H2_1932374p_fixed.fits.fz.fcat,16AQ14,20:02:14.93,20:02:24.95,0:23:41.30,0:23:51.32,1.041,73.8526,342.7110,294.621743790,35.1266539190,2457531.099119214,-0.476345137880091,-0.8155714990691806,-0.3537063659798974,0.01507754740004987,-0.00740830978411414,-0.00326748188726553
wircam_H2_1932375p_fixed.fits.fz.fcat,16AQ14,20:02:39.61,20:02:49.69,0:24:15.76,0:24:25.84,1.041,73.7960,342.3319,294.581009342,35.1434648960,2457531.099404114,-0.4763408423140399,-0.8155736096314152,-0.3537072968813547,0.01507735636740991,-0.00740785202665613,-0.00326745282302018
wircam_H2_1932376p_fixed.fits.fz.fcat,16AQ14,20:03:06.03,20:03:16.21,0:24:44.63,0:24:54.81,1.042,73.7698,341.9954,294.570863074,35.1351369980,2457531.099709115,-0.4763362437516236,-0.815575868951614,-0.3537082934497352,0.01507715114634211,-0.00740736247301945,-0.00326742174507559
wircam_H2_1932377p_fixed.fits.fz.fcat,16AQ14,20:03:29.54,20:03:39.67,0:24:58.36,0:25:08.49,1.041,73.7837,341.7901,294.611601011,35.1016808120,2457531.099980514,-0.4763321518376804,-0.8155778792507129,-0.3537091802242437,0.01507696764855048,-0.0074069271086019,-0.00326739406442227
wircam_H2_1932378p_fixed.fits.fz.fcat,16AQ14,20:03:55.11,20:04:05.19,0:25:25.39,0:25:35.47,1.042,73.7168,341.5361,294.605458144,35.1384471700,2457531.100275614,-0.4763277026540074,-0.8155800649651513,-0.3537101444277925,0.01507676777678436,-0.007406454457701,-0.00326736397349875
wircam_H2_1932379p_fixed.fits.fz.fcat,16AQ14,20:04:18.37,20:04:28.40,0:25:55.50,0:26:05.53,1.042,73.7154,341.1339,294.576970360,35.0983342490,2457531.100544115,-0.4763236545663795,-0.815582053540452,-0.3537110217113479,0.01507658508976003,-0.00740602466290233,-0.00326733659688316
wircam_H2_1932380p_fixed.fits.fz.fcat,16AQ14,20:04:39.08,20:04:49.15,0:26:18.66,0:26:28.73,1.042,73.6637,340.9137,294.566791212,35.1234110350,2457531.100783114,-0.4763200512820153,-0.8155838235346546,-0.3537118026018883,0.01507642194046522,-0.00740564234205446,-0.00326731222539422
wircam_H2_1932381p_fixed.fits.fz.fcat,16AQ14,20:05:03.99,20:05:14.02,0:26:31.83,0:26:41.86,1.042,73.6559,340.7506,294.615676727,35.1133307630,2457531.101070715,-0.4763157153313622,-0.8155859533312924,-0.3537127422766706,0.01507622494163542,-0.00740518268105582,-0.00326728289236188
wircam_H2_1932382p_fixed.fits.fz.fcat,16AQ14,20:05:28.21,20:05:38.24,0:27:03.39,0:27:13.42,1.042,73.5997,340.4225,294.585099517,35.1301015040,2457531.101350214,-0.4763115015533451,-0.8155880230174706,-0.3537136554782496,0.01507603293959977,-0.00740473646821922,-0.00326725439212856
wircam_H2_1932383p_fixed.fits.fz.fcat,16AQ14,20:06:05.16,20:06:15.18,0:27:37.41,0:27:47.43,1.043,73.5759,340.0101,294.597476259,35.1067085130,2457531.101776714,-0.4763050716879684,-0.815591180992526,-0.3537150489529875,0.0150757385253157,-0.00740405629613892,-0.0032672108927001
wircam_H2_1932384p_fixed.fits.fz.fcat,16AQ14,20:06:25.61,20:06:35.69,0:27:56.38,0:28:06.46,1.043,73.5311,339.8349,294.603397570,35.1283729390,2457531.102012814,-0.4763015123253851,-0.8155929290458245,-0.3537158203386436,0.01507557502351337,-0.00740368023229961,-0.00326718680762352
wircam_H2_1932385p_fixed.fits.fz.fcat,16AQ14,20:06:50.68,20:07:00.76,0:28:27.32,0:28:37.40,1.043,73.5074,339.4658,294.579040416,35.1084120040,2457531.102302114,-0.4762971509906569,-0.8155950708638806,-0.3537167655315208,0.01507537387390748,-0.00740321977815904,-0.00326715730274376
wircam_H2_1932386p_fixed.fits.fz.fcat,16AQ14,20:07:12.65,20:07:22.63,0:28:47.34,0:28:57.32,1.043,73.4918,339.2262,294.587227003,35.0950764220,2457531.102555815,-0.4762933263907079,-0.8155969490095741,-0.3537175944060643,0.01507519673887665,-0.00740281623635822,-0.00326713143750418
wircam_H2_1932387p_fixed.fits.fz.fcat,16AQ14,20:07:37.87,20:07:47.90,0:29:10.61,0:29:20.64,1.043,73.4155,339.0300,294.595287915,35.1417104710,2457531.102846814,-0.476288939538106,-0.8155991031618127,-0.3537185451369868,0.01507499320103228,-0.00740235400205465,-0.00326710175196431
wircam_H2_1932388p_fixed.fits.fz.fcat,16AQ14,20:08:03.19,20:08:13.22,0:29:34.94,0:29:44.97,1.044,73.4045,338.7318,294.599389442,35.1167012920,2457531.103139115,-0.4762845331476207,-0.8156012668020518,-0.353719500106474,0.01507478775964728,-0.0074018899787754,-0.00326707194745316
wircam_H2_1932389p_fixed.fits.fz.fcat,16AQ14,20:08:23.59,20:08:33.67,0:29:59.25,0:30:09.33,1.044,73.3672,338.4772,294.583114476,35.1201582290,2457531.103374614,-0.4762809830545791,-0.8156030099031909,-0.3537202694991013,0.01507462194010798,-0.00740151662043133,-0.00326704791965905
wircam_H2_1932390p_fixed.fits.fz.fcat,16AQ14,20:08:47.91,20:08:57.94,0:30:17.21,0:30:27.24,1.044,73.3296,338.3061,294.609519265,35.1333793180,2457531.103655315,-0.4762767516360942,-0.8156050874464352,-0.3537211865554311,0.01507442341668313,-0.00740107179999945,-0.00326701928723541
wircam_H2_1932391p_fixed.fits.fz.fcat,16AQ14,20:09:14.18,20:09:24.16,0:30:52.29,0:31:02.27,1.044,73.3044,337.8767,294.572806324,35.1035689690,2457531.103958515,-0.4762721811034769,-0.8156073313786372,-0.3537221771109999,0.0150742082989666,-0.00740059176406592,-0.00326698833266846
wircam_J_1932393p_fixed.fits.fz.fcat,16AQ14,20:10:12.74,20:10:37.85,0:31:46.45,0:32:11.56,1.045,73.2107,337.3274,294.591211322,35.1183410100,2457531.10472122,-0.4762606841284781,-0.8156129753913067,-0.3537246688314872,0.01507366381584499,-0.00739938663778084,-0.00326691052544522
wircam_J_1932394p_fixed.fits.fz.fcat,16AQ14,20:10:53.45,20:11:18.56,0:32:34.50,0:32:59.61,1.045,73.1443,336.8043,294.560464153,35.1102119680,2457531.10519102,-0.4762536026004606,-0.8156164514491409,-0.353726203614821,0.0150733258668817,-0.0073986458432191,-0.00326686260204733
wircam_J_1932395p_fixed.fits.fz.fcat,16AQ14,20:11:34.25,20:11:59.52,0:33:05.51,0:33:30.78,1.045,73.1121,336.4612,294.601203042,35.0934104400,2457531.10566212,-0.4762465016368032,-0.8156199367764801,-0.3537277426224784,0.01507298522123586,-0.00739790426432812,-0.00326681454205277
wircam_J_1932396p_fixed.fits.fz.fcat,16AQ14,20:12:15.56,20:12:40.88,0:33:41.93,0:34:07.25,1.046,73.0253,336.1379,294.621704170,35.1266652940,2457531.10613892,-0.4762393149200355,-0.8156234639185282,-0.3537293002280559,0.01507263849483523,-0.00739715482451935,-0.00326676588720177
wircam_J_1932397p_fixed.fits.fz.fcat,16AQ14,20:12:52.41,20:13:17.73,0:34:28.57,0:34:53.89,1.046,72.9356,335.6829,294.580907948,35.1437025420,2457531.10656422,-0.476232904592928,-0.815626609786548,-0.3537306895743638,0.01507232759201172,-0.00739648745727487,-0.00326672248030653
wircam_J_1932398p_fixed.fits.fz.fcat,16AQ14,20:13:31.22,20:13:56.30,0:35:09.82,0:35:34.90,1.046,72.8754,335.2461,294.570610369,35.1354071700,2457531.10701212,-0.4762261537710464,-0.8156299225160756,-0.3537321527291253,0.01507199859673955,-0.00739578572054679,-0.00326667676008066
wircam_J_1932399p_fixed.fits.fz.fcat,16AQ14,20:14:09.89,20:14:35.20,0:35:38.71,0:36:04.02,1.047,72.8579,334.9042,294.611538463,35.1015822620,2457531.10745852,-0.4762194257043809,-0.8156332238389146,-0.353733610963476,0.01507166890526502,-0.00739508733264019,-0.0032666311808578
wircam_J_1932400p_fixed.fits.fz.fcat,16AQ14,20:14:51.10,20:15:16.41,0:36:21.39,0:36:46.70,1.047,72.7530,334.5274,294.605412983,35.1384686910,2457531.10793412,-0.4762122577025414,-0.8156367407657658,-0.3537351645617349,0.01507131585135433,-0.00739434451997287,-0.00326658265819712
wircam_J_1932401p_fixed.fits.fz.fcat,16AQ14,20:15:31.46,20:15:56.67,0:37:08.59,0:37:33.80,1.047,72.7079,333.9927,294.576920509,35.0983829920,2457531.10840002,-0.4762052360574278,-0.8156401856216062,-0.3537366864515162,0.01507096813793263,-0.00739361805484199,-0.00326653509611944
wircam_J_1932402p_fixed.fits.fz.fcat,16AQ14,20:16:10.26,20:16:35.38,0:37:49.84,0:38:14.96,1.048,72.6146,333.6260,294.566451034,35.1236089900,2457531.10884792,-0.4761984858458482,-0.8156434970670183,-0.3537381495223753,0.01507063226876374,-0.00739292089189903,-0.00326648938470626
wircam_J_1932403p_fixed.fits.fz.fcat,16AQ14,20:16:49.16,20:17:14.53,0:38:17.00,0:38:42.37,1.048,72.5772,333.3512,294.615570955,35.1132644940,2457531.10929692,-0.476191719207883,-0.8156468163317925,-0.3537396161658227,0.01507029386154067,-0.00739222307681716,-0.00326644354991545
wircam_J_1932404p_fixed.fits.fz.fcat,16AQ14,20:17:29.47,20:17:54.79,0:39:04.65,0:39:29.97,1.049,72.4771,332.9100,294.585183030,35.1303124990,2457531.10976222,-0.4761847070821082,-0.8156502557651779,-0.3537411360309592,0.01506994126588977,-0.00739150112378258,-0.00326639603190121
wircam_J_1932405p_fixed.fits.fz.fcat,16AQ14,20:18:08.78,20:18:33.84,0:39:41.02,0:40:06.08,1.049,72.4321,332.5215,294.596855638,35.1071885790,2457531.11021582,-0.4761778714350237,-0.8156536083906709,-0.3537426176577007,0.01506959592308117,-0.00739079848816031,-0.00326634974325697
wircam_J_1932406p_fixed.fits.fz.fcat,16AQ14,20:18:48.18,20:19:13.25,0:40:18.95,0:40:44.02,1.049,72.3453,332.2009,294.603180162,35.1282575590,2457531.11067072,-0.4761710163549264,-0.8156569703048617,-0.3537441035096371,0.01506924775139969,-0.0073900949977073,-0.00326630328717164
wircam_J_1932407p_fixed.fits.fz.fcat,16AQ14,20:19:27.79,20:19:52.95,0:41:04.44,0:41:29.60,1.050,72.2776,331.7313,294.578920077,35.1083684260,2457531.11112782,-0.4761641282819559,-0.8156603481559879,-0.3537455965262157,0.01506889638952512,-0.00738938937458377,-0.00326625661517546
wircam_J_1932408p_fixed.fits.fz.fcat,16AQ14,20:20:06.39,20:20:31.46,0:41:41.08,0:42:06.15,1.050,72.2212,331.3691,294.587253215,35.0950497280,2457531.11157342,-0.4761574136584586,-0.8156636407147848,-0.3537470519600128,0.01506855206017565,-0.00738870253129858,-0.00326621111086045
wircam_J_1932409p_fixed.fits.fz.fcat,16AQ14,20:20:46.95,20:21:12.02,0:42:19.68,0:42:44.75,1.051,72.1104,331.1002,294.594874832,35.1420310330,2457531.11204152,-0.4761503601542509,-0.8156670991978261,-0.3537485808622463,0.01506818858966762,-0.007387982358427,-0.00326616330643385
wircam_J_1932410p_fixed.fits.fz.fcat,16AQ14,20:21:26.55,20:21:51.59,0:42:58.30,0:43:23.34,1.051,72.0567,330.6953,294.599165860,35.1168246590,2457531.11249872,-0.4761434710598566,-0.8156704768227914,-0.3537500741414509,0.01506783182561524,-0.00738728011056301,-0.00326611661240595
wircam_J_1932411p_fixed.fits.fz.fcat,16AQ14,20:22:02.02,20:22:27.33,0:43:37.69,0:44:03.00,1.052,71.9788,330.3463,294.582788621,35.1204353390,2457531.11290802,-0.4761373038618477,-0.8156735003080658,-0.3537514109544367,0.015067511026143,-0.00738665243566573,-0.0032660748050136
wircam_J_1932412p_fixed.fits.fz.fcat,16AQ14,20:22:40.47,20:23:05.54,0:44:09.78,0:44:34.85,1.052,71.9040,330.0750,294.609521985,35.1334652110,2457531.11335182,-0.4761306169779828,-0.8156767783535754,-0.3537528604283685,0.01506716163831057,-0.00738597297741317,-0.00326602947254601
wircam_J_1932413p_fixed.fits.fz.fcat,16AQ14,20:23:21.08,20:23:46.24,0:44:59.19,0:45:24.35,1.052,71.8323,329.5823,294.572700731,35.1034641890,2457531.11382062,-0.4761235535794012,-0.8156802407297511,-0.3537543915317815,0.01506679081802067,-0.0073852564970579,-0.00326598158439887
wircam_H2_1966126p_fixed.fits.fz.fcat,16AQ19,18:48:28.90,18:48:38.98,-0:49:57.39,-0:49:47.31,1.058,71.0663,33.3965,294.591272666,35.1184116220,2457586.895127697,0.4332847707969792,-0.8424849142232242,-0.3653754763131175,0.0155511131372909,0.006671846834829001,0.002869387059148131
wircam_H2_1966127p_fixed.fits.fz.fcat,16AQ19,18:48:55.42,18:49:05.55,-0:49:23.53,-0:49:13.40,1.057,71.1452,33.1414,294.560619144,35.1100339150,2457586.895433798,0.4332895309716291,-0.8424828718867396,-0.3653745979888861,0.01555097494552879,0.006672396570312719,0.002869418709917444
wircam_H2_1966128p_fixed.fits.fz.fcat,16AQ19,18:49:18.89,18:49:28.96,-0:49:09.85,-0:48:59.78,1.057,71.1872,33.0658,294.601489283,35.0933166340,2457586.895704598,0.4332937421589367,-0.8424810649359441,-0.36537382094652,0.01555085190718388,0.006672882722251791,0.00286944670782754
wircam_H2_1966129p_fixed.fits.fz.fcat,16AQ19,18:49:46.08,18:49:56.15,-0:48:47.55,-0:48:37.48,1.057,71.2109,32.8102,294.621789539,35.1266865140,2457586.896018498,0.4332986235489103,-0.8424789702296076,-0.3653729202220918,0.01555070836171375,0.006673446055713249,0.002869479169364159
wircam_H2_1966130p_fixed.fits.fz.fcat,16AQ19,18:50:07.63,18:50:17.61,-0:48:16.22,-0:48:06.24,1.056,71.2632,32.5223,294.581020263,35.1434776860,2457586.896267298,0.4333024925508644,-0.8424773098207267,-0.3653722062924864,0.01555059395099048,0.006673892444803611,0.002869504898007068
wircam_H2_1966131p_fixed.fits.fz.fcat,16AQ19,18:50:30.09,18:50:40.12,-0:47:51.31,-0:47:41.28,1.056,71.3214,32.3343,294.570867305,35.1353089850,2457586.896526597,0.4333065248043846,-0.8424755792201065,-0.3653714622263819,0.01555047401911812,0.006674357472729305,0.002869531701797927
wircam_H2_1966132p_fixed.fits.fz.fcat,16AQ19,18:50:57.27,18:51:07.29,-0:47:33.92,-0:47:23.90,1.056,71.3863,32.2448,294.611572319,35.1017208490,2457586.896840197,0.433311401410208,-0.8424734860534288,-0.3653705623361476,0.01555032808540952,0.006674919669353999,0.002869564145709169
wircam_H2_1966133p_fixed.fits.fz.fcat,16AQ19,18:51:24.20,18:51:34.18,-0:47:05.52,-0:46:55.54,1.055,71.4147,31.9420,294.605419843,35.1384490440,2457586.897151098,0.4333162359845372,-0.8424714107343004,-0.3653696701836701,0.01555018246455134,0.006675476877997227,0.002869596303208048
wircam_H2_1966134p_fixed.fits.fz.fcat,16AQ19,18:51:47.83,18:51:57.96,-0:46:35.04,-0:46:24.91,1.055,71.5107,31.7554,294.577028631,35.0987722960,2457586.897423897,0.4333204780568633,-0.8424695895975108,-0.3653688873539413,0.01555005391387002,0.006675965594428535,0.002869624517029003
wircam_H2_1966135p_fixed.fits.fz.fcat,16AQ19,18:52:12.37,18:52:22.74,-0:46:08.05,-0:45:57.68,1.054,71.5455,31.4803,294.566829678,35.1235441380,2457586.897706998,0.4333248802581964,-0.8424676995598553,-0.365368074959092,0.01554991975391272,0.006676472650063782,0.002869653783966185
wircam_H2_1966136p_fixed.fits.fz.fcat,16AQ19,18:52:34.98,18:52:45.10,-0:45:57.18,-0:45:47.06,1.054,71.5768,31.4019,294.615684471,35.1133107550,2457586.897967997,0.4333289387710585,-0.8424659569395053,-0.3653673259759264,0.01554979544213437,0.006676939916412255,0.002869680794855214
