FILENAME,PA,AORKEY
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0001_0000_2_clean.fits.fcat[IMGHEADER],-136.665399206033,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0002_0000_2_clean.fits.fcat[IMGHEADER],-136.663858821472,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0003_0000_2_clean.fits.fcat[IMGHEADER],-136.658822667836,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0004_0000_2_clean.fits.fcat[IMGHEADER],-136.659681834357,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0005_0000_2_clean.fits.fcat[IMGHEADER],-136.65892225112,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0006_0000_2_clean.fits.fcat[IMGHEADER],-136.657801001178,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0007_0000_2_clean.fits.fcat[IMGHEADER],-136.660901834366,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0008_0000_2_clean.fits.fcat[IMGHEADER],-136.663885744548,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0009_0000_2_clean.fits.fcat[IMGHEADER],-136.664045744544,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0010_0000_2_clean.fits.fcat[IMGHEADER],-136.665060744517,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0011_0000_2_clean.fits.fcat[IMGHEADER],-136.666776513689,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r39526912/SPITZER_I2_39526912_0012_0000_2_clean.fits.fcat[IMGHEADER],-136.664361667614,39526912
/home/rsiverd/ucd_project/ucd_targets/wise1828/r41027328/SPITZER_I2_41027328_0001_0000_2_clean.fits.fcat[IMGHEADER],78.3938960167143,41027328
/home/rsiverd/ucd_project/ucd_targets/wise1828/r41027328/SPITZER_I2_41027328_0002_0000_2_clean.fits.fcat[IMGHEADER],78.3914717001261,41027328
/home/rsiverd/ucd_project/ucd_targets/wise1828/r41027328/SPITZER_I2_41027328_0003_0000_2_clean.fits.fcat[IMGHEADER],78.3942544575643,41027328
/home/rsiverd/ucd_project/ucd_targets/wise1828/r41027328/SPITZER_I2_41027328_0004_0000_2_clean.fits.fcat[IMGHEADER],78.393461650051,41027328
/home/rsiverd/ucd_project/ucd_targets/wise1828/r41027328/SPITZER_I2_41027328_0005_0000_2_clean.fits.fcat[IMGHEADER],78.3915540227444,41027328
/home/rsiverd/ucd_project/ucd_targets/wise1828/r44584960/SPITZER_I2_44584960_0001_0000_2_clean.fits.fcat[IMGHEADER],-86.4294396591259,44584960
/home/rsiverd/ucd_project/ucd_targets/wise1828/r44584960/SPITZER_I2_44584960_0002_0000_2_clean.fits.fcat[IMGHEADER],-86.4312310354589,44584960
/home/rsiverd/ucd_project/ucd_targets/wise1828/r44584960/SPITZER_I2_44584960_0003_0000_2_clean.fits.fcat[IMGHEADER],-86.4340299815224,44584960
/home/rsiverd/ucd_project/ucd_targets/wise1828/r44584960/SPITZER_I2_44584960_0004_0000_2_clean.fits.fcat[IMGHEADER],-86.4327775353728,44584960
/home/rsiverd/ucd_project/ucd_targets/wise1828/r44584960/SPITZER_I2_44584960_0005_0000_2_clean.fits.fcat[IMGHEADER],-86.4325538073075,44584960
/home/rsiverd/ucd_project/ucd_targets/wise1828/r44586752/SPITZER_I2_44586752_0001_0000_2_clean.fits.fcat[IMGHEADER],88.2759574900584,44586752
