runid,dim,c0,c1,c2,c3,c4,c5,c6
15AQ09,x,2.375572e-06,-7.032365e-12,1.759995e-07,-2.148292e-10,1.519976e-06,-7.358725e-10,-5.742383e-10
15AQ09,y,-1.487857e-06,-5.621847e-10,-1.630028e-07,-7.213800e-10,-2.312820e-06,-2.526214e-10,-9.831582e-11
