runid,dim,c0,c1,c2,c3,c4,c5,c6
15AQ09,x,2.298996e-06,-4.997751e-11,6.611063e-08,-2.704609e-10,1.484893e-06,-7.451142e-10,-5.715118e-10
15AQ09,y,-1.416934e-06,-5.333551e-10,-3.675817e-08,-6.938789e-10,-2.238402e-06,-2.783514e-10,-1.319631e-10
