runid,dim,c0,c1,c2,c3,c4,c5,c6
11BQ02,x,2.256454e-06,-7.240067e-11,-2.023734e-08,-2.804462e-10,1.365658e-06,-7.298452e-10,-5.267438e-10
11BQ02,y,-1.362682e-06,-5.150368e-10,1.282931e-08,-6.955878e-10,-2.247849e-06,-2.911739e-10,-1.329578e-10
