runid,dim,c0,c1,c2,c3,c4,c5,c6
20BQ03,x,9.625681e-06,3.201568e-09,8.230923e-06,2.861424e-09,-3.100452e-06,-1.336183e-09,2.162568e-09
20BQ03,y,-2.614524e-06,-1.033908e-09,9.603300e-06,2.451791e-11,7.936410e-06,-4.153950e-09,-4.962098e-09
