runid,dim,c0,c1,c2,c3,c4,c5,c6
20BQ03,x,7.530119e-06,2.338926e-09,8.775265e-06,2.861538e-09,-6.386094e-07,-1.680664e-09,1.143678e-09
20BQ03,y,-5.281351e-06,-2.748957e-09,3.956736e-06,-2.513228e-09,6.069693e-06,-3.892167e-09,-4.614219e-09
