solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,dist
1635721458409799680,b'Gaia DR2 3737307539699653248',3737307539699653248,288226466,2015.5,195.1768781527592,1.1428853339086305,12.347051860823022,0.7916204070830819,-0.11113396744236521,1.4138642896133393,-0.07860299199819565,-11.932123252033977,3.0860397925691183,-1.380830562479377,1.8379468826705827,-0.41218236088752747,-0.16349056363105774,-0.10497055947780609,0.07605849951505661,0.09465982764959335,0.004257075022906065,-0.42858970165252686,0.05160386487841606,-0.09139051288366318,-0.3231491446495056,344,0,342,2,39.16215896606445,2716.21875,8.381104325937336,58.96114957783071,31,False,0.010156569071114063,1.4258198946852088,0.18423237453720512,-0.003695133375003934,40,14,2.778373956680298,0,45,False,391,162.0117586378491,1.0969932670825788,147.68710327148438,20.164499282836914,39,75.74427813187599,6.3699321074316915,11.890908241271973,20.653013229370117,35,205.08717413709792,4.6951498559790945,43.68064498901367,18.982072830200195,1.7334016561508179,0,1.6709403991699219,0.4885139465332031,1.1824264526367188,,,0,,,,b'NOT_AVAILABLE',311.74517837382393,75.05995574542258,189.015335736393,17.3325353633268,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737307539699653248',0.007739064688227073
1635721458409799680,b'Gaia DR2 3737307921949641472',3737307921949641472,789375099,2015.5,195.1877650199775,0.23494316914224989,12.353771509418292,0.16738923940787256,0.2903768726247082,0.2913140804918502,0.9967828392982483,-12.506121349990913,0.6068894579105141,-2.0612190373477213,0.37760068572507766,-0.4145173132419586,-0.2223517745733261,-0.052167125046253204,0.09088005870580673,0.13038721680641174,0.011089065112173557,-0.4341755211353302,0.06744939088821411,-0.08670641481876373,-0.2895341217517853,326,0,325,1,1.0515117645263672,346.64166259765625,0.0,0.0,31,False,0.23973597586154938,1.5784721075437025,0.043928958956444504,0.0041927979327738285,38,14,0.5470067858695984,0,44,False,374,426.0588600170789,1.1591835137107351,367.55084228515625,19.11469078063965,33,264.7831612491801,8.839253475474875,29.95537567138672,19.29416275024414,36,284.51019339432827,7.989617750394587,35.609989166259766,18.62667465209961,1.2892428636550903,0,0.6674880981445312,0.1794719696044922,0.48801612854003906,,,0,,,,b'NOT_AVAILABLE',311.78967873215623,75.06512103229177,189.02270513277062,17.34296465412021,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737307921949641472',0.013922978233405927
1635721458409799680,b'Gaia DR2 3737307505337056256',3737307505337056256,659313597,2015.5,195.16436228980152,0.7496848651339993,12.33881425626987,0.5348516468467365,0.4042825010899925,0.960869136226574,0.42074668407440186,10.25921328768189,1.8232564048653976,-23.95835419951633,1.1286734121043964,-0.5180413722991943,-0.34722796082496643,0.006221795454621315,0.11248867958784103,0.29899051785469055,-0.007584338542073965,-0.46593135595321655,0.17245043814182281,-0.22090274095535278,-0.3630407154560089,306,0,304,2,1.7273976802825928,342.53192138671875,0.0,0.0,31,False,0.030508732423186302,1.3137484170803222,0.14145438010383385,-0.017874082550406456,36,14,1.6620314121246338,0,37,False,311,107.08815523072244,0.7648088798818456,140.01950073242188,20.614011764526367,27,46.65685064117271,6.4463008386349365,7.237771034240723,21.179100036621094,34,134.35216615666025,8.141123091634617,16.50290298461914,19.441308975219727,1.6902804374694824,0,1.7377910614013672,0.5650882720947266,1.1727027893066406,,,0,,,,b'NOT_AVAILABLE',311.69377855807215,75.05350003219053,189.00707972126216,17.32007620039529,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737307505337056256',0.017673293783427715
1635721458409799680,b'Gaia DR2 3737307303474349312',3737307303474349312,119047781,2015.5,195.1709201035681,0.15060787419991983,12.330927199078229,0.11378877425508849,1.1514469546908996,0.1956399315289137,5.8855414390563965,3.7923278063305164,0.38369595478973384,-0.9186828979836063,0.24455251532196126,-0.4638920724391937,-0.26100435853004456,-0.13656476140022278,0.1201903373003006,0.2736644446849823,-0.02131895162165165,-0.4951961040496826,0.005074145272374153,-0.18421290814876556,-0.2747708857059479,334,0,333,1,1.7292518615722656,373.5863342285156,0.3197703066665809,0.8748013167988918,31,False,0.6183648705482483,1.374389704107515,0.026600582417244778,-0.01331287156790495,38,14,0.3477487862110138,0,42,False,362,883.0179708554342,1.3314500023566829,663.2002563476562,18.323442459106445,38,271.7783175821578,6.191749517026451,43.89362335205078,19.265851974487305,40,950.1667847443969,6.213155647329252,152.92820739746094,17.317420959472656,1.3838281631469727,0,1.9484310150146484,0.9424095153808594,1.006021499633789,,,0,,,,b'NOT_AVAILABLE',311.7141224374183,75.04479939847594,189.0165461913875,17.315431365873316,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737307303474349312',0.023270294579207162
1635721458409799680,b'Gaia DR2 3737307574059336448',3737307574059336448,1223681321,2015.5,195.14839712186955,2.073250500804909,12.349542551901138,1.415148009312856,,,,,,,,-0.6997435688972473,,,,,,,,,,153,0,153,0,-0.6147735714912415,137.0386962890625,0.0,0.0,3,False,0.017097748816013336,,,0.04648769274353981,19,11,6.616959095001221,0,19,False,157,83.08863999074391,1.0054572272740878,82.63766479492188,20.889511108398438,12,85.79922701607194,24.042312599123125,3.568676233291626,20.51767921447754,13,81.62863019446078,12.688297666371028,6.433379173278809,19.98231315612793,2.0150511264801025,0,0.5353660583496094,-0.37183189392089844,0.9071979522705078,,,0,,,,b'NOT_AVAILABLE',311.639623040533,75.06628291669371,188.9876025227364,17.323626166230305,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737307574059336448',0.024948721748860668
1635721458409799680,b'Gaia DR2 3737307269114611328',3737307269114611328,264340481,2015.5,195.1858936891369,0.07104051755884956,12.331048145920537,0.049398836125900604,0.940989569856916,0.0883296236886812,10.653159141540527,-7.9873007566118055,0.17842103570218013,-6.356547583158688,0.11248561774129281,-0.4165407419204712,-0.24895410239696503,-0.1750427782535553,0.09229633212089539,0.08220627903938293,0.025223346427083015,-0.43738776445388794,0.029030010104179382,-0.09369076043367386,-0.35192713141441345,333,0,333,0,-0.27361661195755005,320.3850402832031,0.0,0.0,31,True,2.832479238510132,1.4811922894270775,0.013415368980266386,-0.001909526763483882,38,14,0.16854143142700195,0,44,False,383,2815.9231090709295,2.1181820152912776,1329.4056396484375,17.064313888549805,38,1138.5950722925136,8.904953623698933,127.8608627319336,17.710464477539062,37,2457.428172769958,10.284507521915993,238.9446563720703,16.285717010498047,1.2770317792892456,0,1.4247474670410156,0.6461505889892578,0.7785968780517578,,,0,,,,b'NOT_AVAILABLE',311.77031404289903,75.04287805784294,189.0305245315684,17.321424537143333,100001,4461.8427734375,4369.40673828125,4771.75,0.17020000517368317,0.06300000101327896,0.3255999982357025,0.08129999786615372,0.030899999663233757,0.17910000681877136,200111,0.6772200465202332,0.5921107530593872,0.7061766982078552,0.16376133263111115,0.13189153373241425,0.19563113152980804,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737307269114611328',0.02599479057665498
1635721458409799680,b'Gaia DR2 3737354921776006400',3737354921776006400,1645649120,2015.5,195.15577880454126,0.6012175555129606,12.374199075291381,0.42277575172071885,2.6046603254548013,0.7350300800669578,3.5436105728149414,-3.2789381201295518,1.6231587895554052,-5.367893835435021,0.9314549885872044,-0.4130326211452484,-0.16931621730327606,-0.0025689739268273115,0.08813600242137909,0.10722120106220245,-0.003212578361853957,-0.45070287585258484,0.054374076426029205,-0.09522537887096405,-0.30101436376571655,312,0,311,1,2.7543957233428955,378.55413818359375,1.8015139473961437,1.8992804755027017,31,False,0.039358269423246384,1.2976643168130697,0.11402800381084169,0.0100340461358428,36,14,1.4522045850753784,0,40,False,345,140.60235175711412,0.8020686117532821,175.29965209960938,20.318384170532227,23,40.042980770205254,7.973939494332259,5.021731376647949,21.34507179260254,31,184.70617030145803,9.946863384918903,18.56928825378418,19.09571647644043,1.5984736680984497,0,2.2493553161621094,1.0266876220703125,1.2226676940917969,,,0,,,,b'NOT_AVAILABLE',311.6805943289245,75.08970572447032,188.98412891963252,17.349100495457538,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737354921776006400',0.026566402433594077
1635721458409799680,b'Gaia DR2 3737307952014502784',3737307952014502784,420080771,2015.5,195.19548657965996,0.23856215234693431,12.37112753766246,0.1765502213650531,0.35611853352685235,0.27737524489303483,1.283887267112732,-6.6390673046145094,0.6294525623097663,-8.369355945191975,0.37223408870097413,-0.45621004700660706,-0.15650752186775208,0.015388092957437038,0.20791567862033844,0.022456374019384384,0.13223208487033844,-0.528382420539856,-0.051359355449676514,-0.00734760332852602,-0.34063252806663513,258,0,255,3,-0.048807207494974136,248.24609375,0.0,1.2710574864626038e-15,31,False,0.30246487259864807,1.4348000595954633,0.04190270487139287,-0.021409442648291588,30,13,0.5704376101493835,0,39,False,306,493.3402834613356,1.2783039806451033,385.9334716796875,18.95549964904785,29,186.88798003965465,7.6100006533657405,24.558208465576172,19.672433853149414,28,518.8904602722515,9.188724288928542,56.4703483581543,17.974231719970703,1.4306118488311768,0,1.698202133178711,0.7169342041015625,0.9812679290771484,,,0,,,,b'NOT_AVAILABLE',311.82814295271066,75.08124420336748,189.02262694969912,17.36188860006334,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737307952014502784',0.027421794775611942
1635721458409799680,b'Gaia DR2 3737354956135556480',3737354956135556480,282840642,2015.5,195.16901545631663,0.386247881471438,12.381127359249303,0.2724883498588224,-0.5712303905417702,0.473662070969234,-1.2059872150421143,1.3212274964404385,1.0281828030167253,-9.219721578201689,0.606909680898147,-0.4119062125682831,-0.1932344287633896,-0.07271960377693176,0.08105269074440002,0.1478455811738968,-0.005558043718338013,-0.4643443524837494,0.03716428950428963,-0.08533518761396408,-0.30203747749328613,351,0,348,3,4.847950458526611,485.4476318359375,1.387486085653024,3.238966638639444,31,False,0.0875648781657219,1.4484395057216959,0.07062596981085244,0.017281549051404,40,14,0.9228573441505432,0,46,False,393,248.84631555117966,0.9112361883156423,273.0865173339844,19.698537826538086,39,98.13112726827863,8.250804038129564,11.893523216247559,20.371871948242188,38,252.3808578344569,5.334532386184261,47.31077575683594,18.756778717041016,1.4085479974746704,0,1.6150932312011719,0.6733341217041016,0.9417591094970703,,,0,,,,b'NOT_AVAILABLE',311.73410575853865,75.09476949104315,188.9936106398892,17.360644143821126,,,,,,,,,,,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737354956135556480',0.02742285941619091
1635721458409799680,b'Gaia DR2 3737308025028857600',3737308025028857600,1162476153,2015.5,195.19121471143677,0.11885568467257752,12.375599601631558,0.04674577232143863,86.85698170555996,0.15150407239197294,573.2979736328125,-632.1509620124693,0.501791472121373,-36.0189715138312,0.186833555192015,-0.6989679932594299,0.8305091857910156,0.8865053057670593,-0.3918686807155609,-0.5656380653381348,-0.5883968472480774,0.38346344232559204,0.8953990340232849,-0.40273305773735046,-0.5149007439613342,177,177,173,4,11.676483154296875,484.4416809082031,0.0,0.0,31,True,204.2936248779297,1.3790932311856057,0.009586725892010739,-0.05011285841464996,20,8,0.27224400639533997,0,31,True,250,5153595.314290075,6662.780830227851,773.4901733398438,8.908089637756348,27,1340585.391350206,2865.624760508752,467.81610107421875,10.033151626586914,26,5679697.546661697,11903.716680603358,477.136474609375,7.8761067390441895,1.362210750579834,1,2.1570448875427246,1.1250619888305664,1.0319828987121582,-12.727399077134645,0.2764129149256659,5,4000.0,3.0,0.0,b'NOT_AVAILABLE',311.814540304783,75.08625921962013,189.01673975106473,17.36430476635812,100002,3965.419921875,3814.666748046875,4054.65478515625,0.484499990940094,0.16300000250339508,1.2174999713897705,0.20229999721050262,0.08900000154972076,0.5364999771118164,,,,,,,,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+3737308025028857600',0.02762082924093923
