runid,dim,c0,c1,c2,c3,c4,c5,c6
18BQ04,x,8.714691e-06,2.398597e-09,5.771289e-06,4.468525e-10,2.082351e-06,-1.973383e-09,-1.399599e-09
18BQ04,y,5.306190e-07,8.284095e-10,6.658353e-06,5.035092e-10,5.116491e-06,-1.180378e-09,-3.016727e-09
