runid,dim,c0,c1,c2,c3,c4,c5,c6
18BQ04,x,8.882189e-06,2.520568e-09,6.509525e-06,9.329796e-10,1.597704e-06,-1.990162e-09,-9.664641e-10
18BQ04,y,3.837371e-07,6.227428e-10,7.379817e-06,4.015419e-10,5.172798e-06,-1.819186e-09,-3.135740e-09
