runid,dim,c0,c1,c2,c3,c4,c5,c6
16AQ10,x,3.101759e-06,2.694392e-10,8.484600e-07,-1.459529e-10,1.727724e-06,-8.895263e-10,-7.323754e-10
16AQ10,y,-1.286444e-06,-4.182089e-10,4.666879e-07,-6.002444e-10,-1.596201e-06,-3.175033e-10,-3.677518e-10
