runid,dim,c0,c1,c2,c3,c4,c5,c6
16AQ10,x,3.048948e-06,2.369479e-10,7.680544e-07,-1.849095e-10,1.674348e-06,-8.851385e-10,-7.144409e-10
16AQ10,y,-1.233895e-06,-4.002807e-10,6.254784e-07,-5.715607e-10,-1.508077e-06,-3.601853e-10,-4.079358e-10
