runid,dim,c0,c1,c2,c3,c4,c5,c6
16BQ11,x,2.283614e-06,-5.461675e-11,1.075712e-08,-2.648406e-10,1.418637e-06,-7.284198e-10,-5.447726e-10
16BQ11,y,-1.293127e-06,-4.810857e-10,7.766411e-08,-6.763316e-10,-2.192055e-06,-2.965759e-10,-1.578182e-10
