runid,dim,c0,c1,c2,c3,c4,c5,c6
16BQ11,x,2.272898e-06,-5.390085e-11,-1.018239e-08,-2.484949e-10,1.417518e-06,-7.051125e-10,-5.383245e-10
16BQ11,y,-1.321885e-06,-4.837933e-10,1.849345e-08,-6.671326e-10,-2.216777e-06,-2.608068e-10,-1.419662e-10
