FILENAME,FILTER,OFFSET_X,OFFSET_Y,OFFSET_R,REF_SRCS,INT_SRCS,INT_REF,QSOGRADE
aligned_p1/11BQ02_NE/interp_wircam_J_1325842p.fits,J       ,40.213142,-275.649994,278.567780,2408,2786,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NE/interp_wircam_J_1325843p.fits,J       ,78.748421,19.202482,81.055840,2408,2694,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NE/interp_wircam_J_1325844p.fits,J       ,-78.787331,-19.518291,81.169006,2408,2502,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NE/interp_wircam_J_1325845p.fits,J       ,177.892700,-177.925232,251.601273,2408,2625,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NE/interp_wircam_J_1325846p.fits,J       ,-177.806808,177.415955,251.180573,2408,2511,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NE/interp_wircam_J_1325848p.fits,J       ,-196.186752,-196.708374,277.819031,2408,2588,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NE/interp_wircam_J_1325849p.fits,J       ,-138.733459,236.993561,274.614136,2408,2633,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NE/interp_wircam_J_1325850p.fits,J       ,58.565742,137.503220,149.455948,2408,2723,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NE/interp_wircam_J_1325851p.fits,J       ,-40.294750,275.758118,278.686554,2408,2706,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325826p.fits,J       ,0.000000,0.000000,0.000000,2573,2573,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325827p.fits,J       ,-294.538147,98.049248,310.429352,2573,2497,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325828p.fits,J       ,99.731560,295.547791,311.921265,2573,2448,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_NW/interp_wircam_J_1325829p.fits,J       ,295.511536,-98.025856,311.345703,2573,2680,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325830p.fits,J       ,-99.218147,-295.790466,311.987579,2573,2762,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325831p.fits,J       ,-197.233246,-197.560043,279.161102,2573,2507,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_NW/interp_wircam_J_1325832p.fits,J       ,198.083054,197.657211,279.830780,2573,2569,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325833p.fits,J       ,137.441620,-236.365082,273.420288,2573,2580,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325834p.fits,J       ,-136.637680,235.733688,272.470612,2573,2377,wircam_J_1325826p.fits,3
aligned_p1/11BQ02_NW/interp_wircam_J_1325835p.fits,J       ,-236.087265,-59.484325,243.465775,2573,2489,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325836p.fits,J       ,236.898941,58.982170,244.131134,2573,2443,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325837p.fits,J       ,-59.250145,-138.435928,150.582489,2573,2577,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_NW/interp_wircam_J_1325838p.fits,J       ,59.691330,138.020081,150.374863,2573,2306,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_NW/interp_wircam_J_1325839p.fits,J       ,117.975304,-118.189964,166.994125,2573,2528,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_NW/interp_wircam_J_1325840p.fits,J       ,-117.696259,117.757195,166.490738,2573,2534,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325841p.fits,J       ,-38.357063,275.763306,278.418152,2573,2332,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_NW/interp_wircam_J_1325842p.fits,J       ,38.677326,-275.468597,278.170593,2573,2798,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325843p.fits,J       ,78.886108,19.431234,81.244019,2573,2759,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325844p.fits,J       ,-78.816071,-19.896164,81.288567,2573,2507,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325845p.fits,J       ,177.061295,-177.432678,250.665222,2573,2669,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325846p.fits,J       ,-176.413132,176.490143,249.540314,2573,2616,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325848p.fits,J       ,-197.205780,-197.521439,279.114380,2573,2649,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325849p.fits,J       ,-136.936295,236.191895,273.016754,2573,2755,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325850p.fits,J       ,59.594852,137.698105,150.041046,2573,2798,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_NW/interp_wircam_J_1325851p.fits,J       ,-38.453365,275.386383,278.058136,2573,2728,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325826p.fits,J       ,0.000000,0.000000,0.000000,2339,2339,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325827p.fits,J       ,-295.776245,98.452042,311.731293,2339,2467,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325828p.fits,J       ,99.345779,294.920319,311.203430,2339,2309,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SE/interp_wircam_J_1325829p.fits,J       ,295.767212,-98.588470,311.765839,2339,2551,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325830p.fits,J       ,-99.516800,-295.990204,312.272003,2339,2736,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325831p.fits,J       ,-198.072083,-197.537415,279.738403,2339,2470,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SE/interp_wircam_J_1325832p.fits,J       ,197.830887,197.106796,279.263580,2339,2510,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325833p.fits,J       ,137.733047,-236.696075,273.852905,2339,2538,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325834p.fits,J       ,-137.371048,235.897415,272.980560,2339,2321,wircam_J_1325826p.fits,3
aligned_p1/11BQ02_SE/interp_wircam_J_1325835p.fits,J       ,-236.986969,-59.166134,244.261047,2339,2456,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325836p.fits,J       ,236.901886,58.596790,244.041153,2339,2254,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325837p.fits,J       ,-59.463886,-138.223480,150.471542,2339,2456,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SE/interp_wircam_J_1325838p.fits,J       ,59.422543,137.995270,150.245575,2339,2197,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SE/interp_wircam_J_1325839p.fits,J       ,118.188141,-118.306557,167.227036,2339,2384,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SE/interp_wircam_J_1325840p.fits,J       ,-118.350365,118.027344,167.144440,2339,2429,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325841p.fits,J       ,-38.978325,275.626312,278.368774,2339,2358,wircam_J_1325826p.fits,2
aligned_p1/11BQ02_SE/interp_wircam_J_1325842p.fits,J       ,38.776833,-275.912659,278.624176,2339,2729,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325843p.fits,J       ,78.948929,19.543852,81.332008,2339,2600,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325844p.fits,J       ,-79.175377,-19.661119,81.580017,2339,2457,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325845p.fits,J       ,177.421890,-177.481049,250.954285,2339,2592,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325846p.fits,J       ,-177.238007,176.787079,250.333740,2339,2468,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325848p.fits,J       ,-198.009186,-197.370209,279.575836,2339,2693,wircam_J_1325826p.fits,1
aligned_p1/11BQ02_SE/interp_wircam_J_1325849p.fits,J       ,-137.765320,236.294525,273.522186,2339,2690,wircam_J_1325826p.fits,1
