filename,jdtdb,obs_x,obs_y,obs_z,obs_vx,obs_vy,obs_vz,lighttime,range,range_rate
dummy_20130307.fits,2456358.5,-0.06561406975612694,0.9155313069064,0.4116172000995034,-0.01712683013753954,-0.001059093724207775,-0.0007348117032373793,0.005809871461220775,1.005948060037623,-0.0001474564899462341
dummy_20130308.fits,2456359.5,-0.08273073289865862,0.9143398244929858,0.4108228768908754,-0.01710567074547498,-0.001323835288482545,-0.0008538061553030284,0.005809026343548274,1.005801732448651,-0.0001451913872783525
dummy_20130309.fits,2456360.5,-0.09982376061524019,0.9128837211120345,0.4099096506771078,-0.01707955956515413,-0.001588322567031339,-0.0009726118806917096,0.005808194434418468,1.005657691847953,-0.0001428825606323458
dummy_20130310.fits,2456361.5,-0.1168882024173844,0.9111632901388644,0.4088777278090469,-0.01704849955454791,-0.001852477546005443,-0.001091193598685392,0.005807375984876214,1.005515981702597,-0.000140530663543505
dummy_20130311.fits,2456362.5,-0.1339191116462247,0.9091789028300769,0.4077273499081366,-0.01701249529823918,-0.002116222199282972,-0.001209516056658473,0.005806571241378156,1.005376644685229,-0.0001381363862487166
dummy_20130312.fits,2456363.5,-0.1509115467194949,0.9069310086326307,0.4064587937340072,-0.01697155239031196,-0.002379478280416316,-0.001327544311833791,0.005805780446696295,1.005239722830517,-0.0001357004423350784
dummy_20130313.fits,2456364.5,-0.1678605729135702,0.9044201352102614,0.4050723712306893,-0.01692567885887288,-0.002642167540127418,-0.001445242859045127,0.005805003840269262,1.005105257595976,-0.000133223186919348
dummy_20130314.fits,2456365.5,-0.1847612637144553,0.9016468884600349,0.4035684294464373,-0.01687488317963057,-0.002904212013063024,-0.001562577106354343,0.005804241658055512,1.004973289836545,-0.0001307057349015967
dummy_20130315.fits,2456366.5,-0.2016086987241334,0.8986119484917873,0.4019473487643321,-0.01681917287529244,-0.003165537230646781,-0.001679513105623865,0.005803494103694729,1.004843854811344,-0.0001281531068282142
dummy_20130316.fits,2456367.5,-0.2183979762642785,0.8953160810026599,0.4002095481049822,-0.01675856673715758,-0.003426057742512505,-0.001796012848751471,0.005802761431987379,1.004716996637704,-0.0001255567705550651
dummy_20130317.fits,2456368.5,-0.2351242040126511,0.8917601259181936,0.3983554794557815,-0.01669307562622572,-0.003685699484719957,-0.001912043240650915,0.005802043866681626,1.004592754056419,-0.0001229220684921705
dummy_20130318.fits,2456369.5,-0.2517825037481206,0.8879450008990316,0.3963856298149105,-0.01662271342984015,-0.003944384624240434,-0.002027569160822161,0.00580134162692223,1.00447116501123,-0.0001202498242635659
dummy_20130319.fits,2456370.5,-0.2683680133200947,0.8838717014497067,0.3943005206905996,-0.0165474981701952,-0.004202035482677248,-0.002142556385181108,0.005800654928087914,1.004352266793804,-0.0001175405726275
dummy_20130320.fits,2456371.5,-0.2848758881820891,0.8795413004432553,0.3921007083820168,-0.01646744726156767,-0.004458574842079237,-0.002256969672178072,0.005799983981128392,1.004236095928954,-0.0001147951738841472
dummy_20130321.fits,2456372.5,-0.3013013026873765,0.8749549480682339,0.3897867839092397,-0.01638258094609986,-0.004713925378020618,-0.002370774910099421,0.005799328993005703,1.004122688251045,-0.0001120142815003596
dummy_20130322.fits,2456373.5,-0.3176394520351656,0.8701138715794348,0.3873593726718754,-0.01629292048074144,-0.004968010183914402,-0.002483937737827298,0.005798690166739577,1.004012078911854,-0.0001091986917290741
dummy_20130323.fits,2456374.5,-0.3338855530427836,0.8650193750956358,0.3848191339829267,-0.01619848826167922,-0.005220752618864104,-0.002596424091538261,0.005798067699574183,1.00390430206315,-0.0001063494063424884
dummy_20130324.fits,2456375.5,-0.3500348462506032,0.8596728393007504,0.3821667613361255,-0.01609930904651682,-0.005472076190208369,-0.002708199885300168,0.005797461784724275,1.00379939115903,-0.0001034669761695234
dummy_20130325.fits,2456376.5,-0.3660825976390981,0.8540757208277768,0.3794029825402588,-0.01599540906005734,-0.005721905241679336,-0.002819230780130245,0.005796872610912356,1.003697378875785,-0.0001005522315436538
dummy_20130326.fits,2456377.5,-0.3820240994935968,0.848229552314984,0.3765285590955783,-0.01588681465354253,-0.005970163810611148,-0.002929483511743648,0.005796300361974694,1.003598297043675,-9.760630357803165e-05
dummy_20130327.fits,2456378.5,-0.3978546722363257,0.8421359417674364,0.3735442860871074,-0.01577355589932953,-0.006216776686816808,-0.003038924387095302,0.005795745216199407,1.003502176532332,-9.462960863678894e-05
dummy_20130328.fits,2456379.5,-0.4135696665743819,0.8357965724380737,0.3704509919779201,-0.01565566295270268,-0.006461668946715711,-0.003147520156897731,0.005795207349096302,1.003409047730337,-9.162306752724017e-05
