filename,jdtdb,x,y,z,vx,vy,vz,lighttime,range,range_rate
SPITZER_I2_3954944_0005_0000_7_cbcd.fits,2453024.563383906,-0.4222957932262547,0.8994394407689768,0.007331941982337384,-0.01560487651753774,-0.007467246745264993,-0.0003195038787163257,0.005738955618475482,0.993669362494705,-0.0001296257268637668
SPITZER_I1_3954944_0005_0000_7_cbcd.fits,2453024.563383906,-0.4222957932262547,0.8994394407689768,0.007331941982337384,-0.01560487651753774,-0.007467246745264993,-0.0003195038787163257,0.005738955618475482,0.993669362494705,-0.0001296257268637668
SPITZER_I2_3954944_0006_0000_7_cbcd.fits,2453024.563856232,-0.4223031638129283,0.8994359137584899,0.007331791071856744,-0.01560481664976487,-0.007467373791135727,-0.0003195049283322605,0.005738955264867848,0.9936693012694414,-0.000129623880406096
SPITZER_I1_3954944_0006_0000_7_cbcd.fits,2453024.563856232,-0.4223031638129283,0.8994359137584899,0.007331791071856744,-0.01560481664976487,-0.007467373791135727,-0.0003195049283322605,0.005738955264867848,0.9936693012694414,-0.000129623880406096
SPITZER_I1_3954944_0007_0000_7_cbcd.fits,2453024.563893165,-0.42230374013817,0.8994356379693144,0.00733177927173057,-0.015604811968495,-0.00746738372518142,-0.0003195050104037164,0.005738955237218507,0.9936692964821061,-0.0001296237360260625
SPITZER_I2_3954944_0007_0000_7_cbcd.fits,2453024.563893165,-0.42230374013817,0.8994356379693144,0.00733177927173057,-0.015604811968495,-0.00746738372518142,-0.0003195050104037164,0.005738955237218507,0.9936692964821061,-0.0001296237360260625
SPITZER_I2_3954944_0008_0000_7_cbcd.fits,2453024.564374844,-0.4223112566280492,0.8994320410588849,0.007331625372734345,-0.01560475091420322,-0.007467513285976736,-0.0003195060807780053,0.005738954876615176,0.993669234045575,-0.0001296218529980192
SPITZER_I1_3954944_0008_0000_7_cbcd.fits,2453024.564374844,-0.4223112566280492,0.8994320410588849,0.007331625372734345,-0.01560475091420322,-0.007467513285976736,-0.0003195060807780053,0.005738954876615176,0.993669234045575,-0.0001296218529980192
SPITZER_I1_3954944_0009_0000_7_cbcd.fits,2453024.564407031,-0.4223117589049596,0.8994318006986135,0.00733161508865048,-0.01560474683430459,-0.00746752194366129,-0.0003195061523033391,0.005738954852518597,0.9936692298733816,-0.0001296217271671664
SPITZER_I2_3954944_0009_0000_7_cbcd.fits,2453024.564407031,-0.4223117589049596,0.8994318006986135,0.00733161508865048,-0.01560474683430459,-0.00746752194366129,-0.0003195061523033391,0.005738954852518597,0.9936692298733816,-0.0001296217271671664
