runid,dim,c0,c1,c2,c3,c4,c5,c6
17AQ15,x,2.322499e-06,-2.465487e-11,3.400097e-08,-2.153624e-10,1.346165e-06,-7.232398e-10,-5.444767e-10
17AQ15,y,-1.383534e-06,-5.109370e-10,5.835863e-08,-6.407137e-10,-2.128006e-06,-2.089589e-10,-1.385471e-10
