runid,dim,c0,c1,c2,c3,c4,c5,c6
17AQ15,x,2.293520e-06,-5.221050e-11,1.708248e-08,-2.655195e-10,1.418389e-06,-7.240994e-10,-5.443336e-10
17AQ15,y,-1.415301e-06,-5.334958e-10,-3.574974e-08,-6.836629e-10,-2.309762e-06,-2.646150e-10,-9.827249e-11
