runid,dim,c0,c1,c2,c3,c4,c5,c6
17AQ12,x,1.913108e-06,-1.870154e-10,1.392577e-07,-1.703873e-10,1.482008e-06,-7.941129e-10,-6.742122e-10
17AQ12,y,-1.897583e-06,-6.977270e-10,2.897840e-07,-7.669249e-10,-1.496020e-06,-4.895320e-10,-4.488565e-10
