runid,dim,c0,c1,c2,c3,c4,c5,c6
17AQ12,x,2.217281e-06,-8.255303e-11,-3.589800e-08,-2.817593e-10,1.397568e-06,-7.268983e-10,-5.376375e-10
17AQ12,y,-1.575960e-06,-5.954100e-10,-5.086187e-08,-7.047392e-10,-2.289747e-06,-2.897516e-10,-1.047083e-10
