runid,dim,c0,c1,c2,c3,c4,c5,c6
14AQ12,x,6.860955e-06,1.647148e-09,4.139446e-06,1.362614e-10,2.437809e-06,-1.599419e-09,-1.388952e-09
14AQ12,y,-7.455283e-08,4.142868e-10,4.490530e-06,1.630418e-10,2.740035e-06,-8.277232e-10,-2.024491e-09
