runid,dim,c0,c1,c2,c3,c4,c5,c6
19AQ11,x,8.863214e-06,2.508432e-09,6.460557e-06,8.303654e-10,2.511302e-06,-1.949922e-09,-1.402482e-09
19AQ11,y,2.096619e-07,5.636743e-10,6.582536e-06,3.523265e-10,4.658450e-06,-1.474495e-09,-2.845175e-09
