runid,dim,c0,c1,c2,c3,c4,c5,c6
19AQ11,x,8.720880e-06,2.379834e-09,5.706326e-06,3.538812e-10,2.747974e-06,-1.878022e-09,-1.668813e-09
19AQ11,y,3.811984e-07,7.821772e-10,6.173300e-06,4.810724e-10,4.658124e-06,-1.022855e-09,-2.759296e-09
