FILENAME DATE_OBS CRPIX1 CRPIX2 CRVAL1 CRVAL2 CRDER1 CRDER2 A_ORDER A_0_2 A_0_3 A_0_4 A_0_5 A_1_1 A_1_2 A_1_3 A_1_4 A_2_0 A_2_1 A_2_2 A_2_3 A_3_0 A_3_1 A_3_2 A_4_0 A_4_1 A_5_0 A_DMAX B_ORDER B_0_2 B_0_3 B_0_4 B_0_5 B_1_1 B_1_2 B_1_3 B_1_4 B_2_0 B_2_1 B_2_2 B_2_3 B_3_0 B_3_1 B_3_2 B_4_0 B_4_1 B_5_0 B_DMAX
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_3954944_0001_0000_7_cbcd.fits 2004-01-20T01:28:41.049 128. 128. 63.8325799870428 -9.5855216428985 4.62389458923338E-05 4.60517818537742E-05 3 2.9656E-06 3.7746E-09 ___ ___ 2.1886E-05 -1.6847E-07 ___ ___ -2.3863E-05 -8.561E-09 ___ ___ -1.4172E-07 ___ ___ ___ ___ ___ 1.394 3 2.31E-05 -1.6168E-07 ___ ___ -2.4386E-05 -5.7813E-09 ___ ___ 2.1197E-06 -1.6583E-07 ___ ___ -2.0249E-08 ___ ___ ___ ___ ___ 1.501
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_3954944_0003_0000_7_cbcd.fits 2004-01-20T01:29:26.994 128. 128. 63.8381573417134 -9.58434029132133 4.89725382809083E-05 4.88669807874434E-05 3 2.9656E-06 3.7746E-09 ___ ___ 2.1886E-05 -1.6847E-07 ___ ___ -2.3863E-05 -8.561E-09 ___ ___ -1.4172E-07 ___ ___ ___ ___ ___ 1.394 3 2.31E-05 -1.6168E-07 ___ ___ -2.4386E-05 -5.7813E-09 ___ ___ 2.1197E-06 -1.6583E-07 ___ ___ -2.0249E-08 ___ ___ ___ ___ ___ 1.501
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_3954944_0005_0000_7_cbcd.fits 2004-01-20T01:30:12.185 128. 128. 63.833466470887 -9.59315953944366 4.9825896014322E-05 4.98137333440233E-05 3 2.9656E-06 3.7746E-09 ___ ___ 2.1886E-05 -1.6847E-07 ___ ___ -2.3863E-05 -8.561E-09 ___ ___ -1.4172E-07 ___ ___ ___ ___ ___ 1.394 3 2.31E-05 -1.6168E-07 ___ ___ -2.4386E-05 -5.7813E-09 ___ ___ 2.1197E-06 -1.6583E-07 ___ ___ -2.0249E-08 ___ ___ ___ ___ ___ 1.501
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_3954944_0007_0000_7_cbcd.fits 2004-01-20T01:30:56.185 128. 128. 63.830800261289 -9.58554528644674 4.65884123444338E-05 4.66023918925577E-05 3 2.9656E-06 3.7746E-09 ___ ___ 2.1886E-05 -1.6847E-07 ___ ___ -2.3863E-05 -8.561E-09 ___ ___ -1.4172E-07 ___ ___ ___ ___ ___ 1.394 3 2.31E-05 -1.6168E-07 ___ ___ -2.4386E-05 -5.7813E-09 ___ ___ 2.1197E-06 -1.6583E-07 ___ ___ -2.0249E-08 ___ ___ ___ ___ ___ 1.501
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_3954944_0009_0000_7_cbcd.fits 2004-01-20T01:31:40.583 128. 128. 63.8246757507209 -9.58110355071928 4.7115334203189E-05 4.72007306486397E-05 3 2.9656E-06 3.7746E-09 ___ ___ 2.1886E-05 -1.6847E-07 ___ ___ -2.3863E-05 -8.561E-09 ___ ___ -1.4172E-07 ___ ___ ___ ___ ___ 1.394 3 2.31E-05 -1.6168E-07 ___ ___ -2.4386E-05 -5.7813E-09 ___ ___ 2.1197E-06 -1.6583E-07 ___ ___ -2.0249E-08 ___ ___ ___ ___ ___ 1.501
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0001_0000_2_cbcd.fits 2012-10-19T12:15:02.263 128. 128. 63.8402625002529 -9.57664070418661 5.0186576852202E-05 5.00391328022358E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0002_0000_2_cbcd.fits 2012-10-19T12:15:23.458 128. 128. 63.8368842920209 -9.57829546663711 4.93364132051842E-05 4.85498789945537E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0003_0000_2_cbcd.fits 2012-10-19T12:15:44.653 128. 128. 63.8448290834483 -9.58288358540987 5.14085089307167E-05 5.1152482559352E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0004_0000_2_cbcd.fits 2012-10-19T12:16:05.856 128. 128. 63.8342087760751 -9.58152932006604 4.90162457685232E-05 4.86357448878186E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0005_0000_2_cbcd.fits 2012-10-19T12:16:26.255 128. 128. 63.8413345002197 -9.5847765039431 5.15764086179517E-05 4.98488863908557E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0006_0000_2_cbcd.fits 2012-10-19T12:16:46.255 128. 128. 63.8396565419378 -9.58227180818433 4.81628879570481E-05 4.86492225932224E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0007_0000_2_cbcd.fits 2012-10-19T12:17:06.263 128. 128. 63.8416307502121 -9.57950327076776 4.85974642219796E-05 4.83774097931274E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0008_0000_2_cbcd.fits 2012-10-19T12:17:26.255 128. 128. 63.8364792920331 -9.58206742069047 4.8025124470172E-05 4.80377254641873E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44501760_0009_0000_2_cbcd.fits 2012-10-19T12:17:45.856 128. 128. 63.8365433236983 -9.58310170432607 4.84451514028437E-05 4.91657294951486E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0001_0000_2_cbcd.fits 2011-11-24T18:10:42.601 128. 128. 63.8422468527584 -9.57728191250083 4.87742894599392E-05 4.81463295870677E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0002_0000_2_cbcd.fits 2011-11-24T18:11:03.785 128. 128. 63.8385689682531 -9.57742381249657 4.95249208529789E-05 4.99000149099221E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0003_0000_2_cbcd.fits 2011-11-24T18:11:24.980 128. 128. 63.8440386668071 -9.58479251644264 4.98521995672962E-05 4.98547774335372E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0004_0000_2_cbcd.fits 2011-11-24T18:11:46.183 128. 128. 63.8348418754167 -9.579412641604 5.00999285956897E-05 5.06888848739891E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0005_0000_2_cbcd.fits 2011-11-24T18:12:06.988 128. 128. 63.8400560002589 -9.58514247893169 5.02979442111944E-05 4.85986483362775E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0006_0000_2_cbcd.fits 2011-11-24T18:12:26.581 128. 128. 63.8395442759165 -9.58221606235299 5.18127850068971E-05 4.89055075981535E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0007_0000_2_cbcd.fits 2011-11-24T18:12:46.581 128. 128. 63.8424094681375 -9.58037310856212 5.00277625322091E-05 4.94165809382709E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0008_0000_2_cbcd.fits 2011-11-24T18:13:06.577 128. 128. 63.8367336990766 -9.58079010470456 5.12029698161757E-05 5.05118494743752E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502016_0009_0000_2_cbcd.fits 2011-11-24T18:13:26.179 128. 128. 63.8363643880509 -9.58177339932266 5.01864860326024E-05 4.8913191114765E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0001_0000_2_cbcd.fits 2012-03-20T01:44:32.169 128. 128. 63.8412476604799 -9.58933591983114 6.65992825853491E-05 6.64866370616196E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0002_0000_2_cbcd.fits 2012-03-20T01:44:53.322 128. 128. 63.8440160450121 -9.5868305429835 6.3725842535702E-05 6.40775575209371E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0003_0000_2_cbcd.fits 2012-03-20T01:45:14.529 128. 128. 63.8350785837418 -9.58452966645002 6.56941674491067E-05 6.44536125792132E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0004_0000_2_cbcd.fits 2012-03-20T01:45:35.720 128. 128. 63.8456336667583 -9.58290736649929 6.59383918376291E-05 6.62901561515564E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0005_0000_2_cbcd.fits 2012-03-20T01:45:56.521 128. 128. 63.8379539586554 -9.58178842903239 6.44783084218596E-05 6.52191509535809E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0006_0000_2_cbcd.fits 2012-03-20T01:46:16.525 128. 128. 63.8402379585865 -9.58365518314349 6.50018282822964E-05 6.55159554799722E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0007_0000_2_cbcd.fits 2012-03-20T01:46:36.126 128. 128. 63.8390786990079 -9.58688236990564 6.50187344248627E-05 6.46667933296847E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0008_0000_2_cbcd.fits 2012-03-20T01:46:56.525 128. 128. 63.8433340418276 -9.58299627066267 6.46344255788462E-05 6.49058359065055E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
/home/rsiverd/ucd_project/ucd_data/2m0415_ch1/SPITZER_I1_44502272_0009_0000_2_cbcd.fits 2012-03-20T01:47:16.118 128. 128. 63.8429905835044 -9.582006012359 6.39270531895615E-05 6.42933929532687E-05 5 3.0882E-06 6.54E-09 3.4787E-11 -1.1354E-13 2.0844E-05 -2.1434E-07 -3.1804E-11 1.535E-12 -1.8056E-05 1.3568E-08 -4.4371E-11 -3.5879E-13 -2.0787E-07 8.3137E-11 1.7807E-12 -3.594E-10 -1.1255E-12 3.5288E-12 1.32 5 2.4494E-05 -1.6723E-07 -7.9325E-11 -3.9338E-13 -2.306E-05 -6.8347E-10 -5.5814E-11 -9.3255E-14 -1.9548E-06 -1.8908E-07 -3.5398E-11 2.2959E-12 2.9749E-08 -3.9458E-11 -2.3376E-13 2.2713E-10 -3.0168E-13 -2.7808E-12 1.442
