runid,dim,c0,c1,c2,c3,c4,c5,c6
12BQ08,x,5.886736e-06,1.287995e-09,3.477431e-06,9.324434e-11,2.597091e-06,-1.421096e-09,-1.319722e-09
12BQ08,y,-6.181733e-07,9.919598e-11,3.231034e-06,-6.070843e-11,1.518413e-06,-6.661281e-10,-1.535703e-09
