runid,dim,c0,c1,c2,c3,c4,c5,c6
14AQ08,x,2.331580e-06,-3.232336e-11,1.278886e-07,-2.579736e-10,1.539109e-06,-7.491813e-10,-5.912156e-10
14AQ08,y,-1.516818e-06,-5.699522e-10,-1.098315e-07,-7.019621e-10,-2.271451e-06,-2.670890e-10,-1.132571e-10
