runid,dim,c0,c1,c2,c3,c4,c5,c6
16AQ19,x,2.419899e-06,-1.274186e-12,1.299710e-07,-2.551601e-10,1.476448e-06,-7.480656e-10,-5.728996e-10
16AQ19,y,-1.426964e-06,-5.161606e-10,-3.237122e-08,-6.742046e-10,-2.199657e-06,-2.527684e-10,-1.416804e-10
