runid,dim,c0,c1,c2,c3,c4,c5,c6
16AQ19,x,2.384980e-06,-2.228520e-11,8.990629e-08,-2.780668e-10,1.447409e-06,-7.491130e-10,-5.647075e-10
16AQ19,y,-1.358185e-06,-4.975343e-10,9.559900e-08,-6.649404e-10,-2.154755e-06,-2.973760e-10,-1.637447e-10
