runid,dim,c0,c1,c2,c3,c4,c5,c6
13BQ06,x,6.185797e-06,1.379924e-09,3.548436e-06,6.386826e-11,2.343206e-06,-1.478484e-09,-1.279985e-09
13BQ06,y,-1.944961e-07,2.996438e-10,3.899767e-06,3.722120e-11,2.072449e-06,-7.605209e-10,-1.771368e-09
