runid,dim,c0,c1,c2,c3,c4,c5,c6
13BQ06,x,6.417033e-06,1.522316e-09,3.750687e-06,2.257033e-10,2.305885e-06,-1.433814e-09,-1.202170e-09
13BQ06,y,-1.074708e-07,3.253292e-10,4.026441e-06,1.424169e-11,2.098413e-06,-8.824738e-10,-1.811834e-09
