runid,dim,c0,c1,c2,c3,c4,c5,c6
16BQ06,x,2.313920e-06,-4.646773e-11,2.525464e-08,-2.598964e-10,1.405361e-06,-7.318569e-10,-5.380641e-10
16BQ06,y,-1.330607e-06,-4.891775e-10,-1.188360e-08,-6.706280e-10,-2.279212e-06,-2.477759e-10,-1.092191e-10
