runid,dim,c0,c1,c2,c3,c4,c5,c6
15BQ04,x,2.661373e-06,8.665625e-11,3.883666e-07,-2.361794e-10,1.490636e-06,-8.184568e-10,-6.173044e-10
15BQ04,y,-1.364308e-06,-4.733268e-10,3.249755e-07,-6.288043e-10,-1.849331e-06,-3.243400e-10,-2.793018e-10
