runid,dim,c0,c1,c2,c3,c4,c5,c6
14BQ06,x,2.328521e-06,-3.277734e-11,3.625567e-08,-2.365256e-10,1.378697e-06,-7.208075e-10,-5.236024e-10
14BQ06,y,-1.333340e-06,-4.955825e-10,1.015568e-08,-6.805803e-10,-2.241877e-06,-2.745282e-10,-1.325067e-10
