FILENAME,EXPTIME,HDRFRAME,PTGCPD
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0031_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0032_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0033_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0034_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0035_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0036_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0037_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0038_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0039_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0040_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0041_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0042_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0043_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0044_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0045_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0046_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0047_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0048_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0049_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0050_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0051_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0052_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0053_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0054_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0055_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0056_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0057_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0058_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0059_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0060_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0061_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0062_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0063_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0064_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0065_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0066_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0067_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0068_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0069_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0070_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0071_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0072_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0073_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0074_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0075_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0076_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0077_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0078_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0079_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0080_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0081_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0082_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0083_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0084_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0085_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0086_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0087_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0088_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0089_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0090_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0091_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0092_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0093_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0094_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0095_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0096_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0097_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0098_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0099_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0100_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0101_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0102_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0103_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0104_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0105_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0106_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0107_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0108_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0109_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0110_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0111_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0112_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0113_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0114_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0115_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0116_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0117_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0118_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0119_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0120_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0121_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0122_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0123_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0124_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0125_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0126_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0127_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0128_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0129_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0130_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0131_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0132_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0133_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0134_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0135_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0136_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0137_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0138_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0139_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0140_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0141_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0142_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0143_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0144_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0145_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0146_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0147_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0148_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0149_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0150_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0151_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0152_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0153_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0154_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0155_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0156_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0157_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0158_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0159_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0160_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0161_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0162_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0163_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0164_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0165_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0166_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0167_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0168_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0169_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0170_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0171_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0172_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0173_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0174_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0175_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0176_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0177_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0178_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0179_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0180_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0181_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0182_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0183_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0184_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0185_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0186_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0187_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0188_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0189_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0190_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0191_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0192_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0193_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0194_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0195_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0196_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0197_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0198_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0199_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0200_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0201_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0202_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0203_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0204_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0205_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0206_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0207_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0208_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0209_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0210_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0211_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0212_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0213_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0214_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0215_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0216_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0217_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0218_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0219_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0220_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0221_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0222_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0223_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0224_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0225_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0226_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0227_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0228_0000_2_cbcd.fits,96.8,    long,___
/home/rsiverd/ucd_project/ucd_targets/wise1828/r46987776/SPITZER_I2_46987776_0229_0000_2_cbcd.fits,96.8,    long,___
