runid,dim,c0,c1,c2,c3,c4,c5,c6
12BQ06,x,5.541636e-06,1.140584e-09,2.940930e-06,1.549618e-11,2.173159e-06,-1.343651e-09,-1.143428e-09
12BQ06,y,-4.035541e-07,1.531664e-10,3.159773e-06,-9.485360e-11,1.281904e-06,-6.619232e-10,-1.471999e-09
