runid,dim,c0,c1,c2,c3,c4,c5,c6
17AQ07,x,1.097590e-06,-6.573747e-10,4.065505e-07,-5.345950e-10,3.657859e-06,-7.869586e-10,-1.323328e-09
17AQ07,y,-2.177652e-06,-8.510327e-10,4.578081e-07,-1.000672e-09,-1.563110e-07,-7.320376e-10,-1.081400e-09
