runid,dim,c0,c1,c2,c3,c4,c5,c6
18AQ15,x,7.899984e-06,2.503344e-09,6.547968e-06,2.764719e-09,-2.624388e-06,-5.477155e-10,2.102661e-09
18AQ15,y,-4.660319e-06,-2.297529e-09,4.121573e-06,-2.448855e-09,5.660844e-06,-4.041727e-09,-4.350310e-09
