runid,dim,c0,c1,c2,c3,c4,c5,c6
18AQ15,x,6.349724e-06,1.540226e-09,7.121808e-06,1.652027e-09,2.563787e-07,-1.792563e-09,5.479387e-10
18AQ15,y,-2.352862e-06,-9.022600e-10,5.900027e-07,-2.256290e-09,1.941036e-06,-2.351186e-09,-2.675255e-09
