runid,dim,c0,c1,c2,c3,c4,c5,c6
15AQ07,x,3.942454e-06,5.809325e-10,1.562929e-06,-8.408841e-11,1.893166e-06,-1.035805e-09,-8.691033e-10
15AQ07,y,-1.065476e-06,-2.602802e-10,1.274023e-06,-4.469717e-10,-7.210285e-07,-4.220755e-10,-6.963107e-10
