runid,dim,c0,c1,c2,c3,c4,c5,c6
15AQ07,x,3.816465e-06,5.071029e-10,1.431211e-06,-1.505111e-10,1.854709e-06,-1.038694e-09,-8.615133e-10
15AQ07,y,-9.804018e-07,-2.244719e-10,1.430363e-06,-4.119212e-10,-6.138670e-07,-4.580930e-10,-7.460048e-10
