runid,dim,c0,c1,c2,c3,c4,c5,c6
18AQ11,x,9.390053e-06,2.992396e-09,7.838865e-06,2.483562e-09,-2.576498e-06,-1.407639e-09,1.776976e-09
18AQ11,y,-9.649315e-07,-1.135538e-10,1.034394e-05,5.016164e-10,7.700197e-06,-3.938305e-09,-4.725465e-09
