runid,dim,c0,c1,c2,c3,c4,c5,c6
18AQ11,x,9.366890e-06,2.980651e-09,7.808056e-06,2.479566e-09,-2.585497e-06,-1.395821e-09,1.781889e-09
18AQ11,y,-1.027778e-06,-1.461768e-10,1.025738e-05,4.872998e-10,7.673713e-06,-3.907400e-09,-4.711419e-09
