runid,dim,c0,c1,c2,c3,c4,c5,c6
21AQ18,x,9.515347e-06,2.753844e-09,7.519353e-06,1.049955e-09,2.208736e-06,-2.268118e-09,-1.292412e-09
21AQ18,y,2.634164e-07,6.118396e-10,7.369591e-06,4.593639e-10,5.405354e-06,-1.693144e-09,-3.176969e-09
