runid,dim,c0,c1,c2,c3,c4,c5,c6
18BQ18,x,9.706178e-06,3.170445e-09,8.282495e-06,2.649693e-09,-2.520269e-06,-1.528349e-09,1.717515e-09
18BQ18,y,-1.085575e-06,-1.634571e-10,1.088805e-05,7.331335e-10,7.971782e-06,-4.011800e-09,-4.841088e-09
