runid,dim,c0,c1,c2,c3,c4,c5,c6
18BQ18,x,9.752144e-06,3.194345e-09,8.337797e-06,2.657287e-09,-2.508978e-06,-1.550714e-09,1.710049e-09
18BQ18,y,-8.964407e-07,-6.121994e-11,1.114441e-05,7.890663e-10,8.050142e-06,-4.091554e-09,-4.880345e-09
