runid,dim,c0,c1,c2,c3,c4,c5,c6
17BQ03,x,2.313587e-06,-3.906755e-11,1.182169e-08,-2.450382e-10,1.399724e-06,-7.174902e-10,-5.347211e-10
17BQ03,y,-1.375136e-06,-5.107242e-10,-7.172882e-08,-6.970447e-10,-2.294812e-06,-2.537454e-10,-1.083620e-10
